Nf,Win,Bin,Din,Wout,Bout
50,0.25,0.5,0.0,"[0.5896019393825181, 0.5476776104970051, 0.6367876654532625, 0.573403700384413, 0.5774786697377319, 0.6213343388699365, 0.6500611269923611, 0.5492082378235348, 0.5310357372930569, 0.6141463110857887]","[0.4531042360627796, 0.4033844987174623, 0.4687593073495405, 0.3934366611440436, 0.37878427648668034, 0.40062844101091155, 0.4595194291121535, 0.2978766328540365, 0.40936218273514324, 0.40187020858185496]"
50,0.25,0.7,0.0,"[0.5398048763853767, 0.5563020083203649, 0.5579764021541114, 0.616865753201503, 0.5465747068690044, 0.5561312909068041, 0.5549860867732996, 0.6318614675704994, 0.5202154081501356, 0.5802692520675536]","[0.4160561973182121, 0.42222938862754644, 0.45896699440746247, 0.48863769244428196, 0.4607113897016578, 0.4378927142301287, 0.48056612365718065, 0.4363100190070326, 0.36857712496944395, 0.4813839095497414]"
50,0.25,0.9,0.0,"[0.5857178662835825, 0.5657413979888777, 0.531595610575803, 0.4465586839161094, 0.6509930508226804, 0.5246388902042158, 0.6192350318088182, 0.6180487791765876, 0.6500671752236089, 0.5496160953563121]","[0.5301745210597536, 0.5216962461862654, 0.5160879677902365, 0.3945670318893067, 0.6290164722639284, 0.47811003884637093, 0.567162104133917, 0.5831351467191389, 0.620102877138025, 0.522020484835747]"
50,0.3,0.1,0.0,"[0.6265804985579322, 0.6000862550340428, 0.6224961189368312, 0.662629729184623, 0.5813880860893821, 0.6105584739570641, 0.5736144298543737, 0.5844202362628751, 0.5904061890092764, 0.5930354063043894]","[0.24354869532023926, 0.24149879597709606, 0.3277347510018084, 0.3470918633739185, 0.20320987114154848, 0.21001428367601113, 0.18771075733046677, 0.18033179690850237, 0.33604833996050704, 0.23081357309382136]"
50,0.3,0.3,0.0,"[0.5348282467396042, 0.6486332405205057, 0.6188723970988457, 0.5978279105744799, 0.5714954687402576, 0.6096670158307362, 0.671766875736018, 0.5226714268728611, 0.6350509391008847, 0.5688127071837155]","[0.2206202077102286, 0.24368128764225006, 0.3190971185984854, 0.2857288263039669, 0.32541228924805166, 0.3154182702069449, 0.4395824406131778, 0.2095458503224054, 0.31686721772363585, 0.2804029393506622]"
50,0.3,0.5,0.0,"[0.6358137825485558, 0.564817698760518, 0.5926118483918724, 0.5098286018794109, 0.6260019255726357, 0.6231994633328611, 0.6098802327906637, 0.5520673769452704, 0.689619016949517, 0.5565139330057551]","[0.367690057388168, 0.39064361525691754, 0.4511183000708871, 0.3301930645409604, 0.3755890112674899, 0.38282841441259974, 0.39912022188902924, 0.3666010935741476, 0.4300546572092611, 0.36635918510967375]"
50,0.3,0.7,0.0,"[0.605558336711908, 0.5837740769480251, 0.6683647542451338, 0.6237543753892609, 0.6456335127214441, 0.6362841486050983, 0.6256621199050277, 0.5882530866763112, 0.6094927882113637, 0.6024732247207079]","[0.5038617691377402, 0.48224330343549554, 0.5870400654773181, 0.5044624504239479, 0.5540974553876129, 0.5430505622985895, 0.5073320372160299, 0.43914766038318076, 0.4694107960826809, 0.498419700432681]"
50,0.3,0.9,0.0,"[0.5270552373299708, 0.5799116795998412, 0.5466946144891334, 0.5941956490831403, 0.6283673066767291, 0.6169585044465753, 0.6420465924634543, 0.633299878193869, 0.5973999103689331, 0.5289365948668148]","[0.4974631556237357, 0.5196059741127164, 0.5214669846088855, 0.5767444161084037, 0.6228650190098696, 0.5991715690186262, 0.5942338727853509, 0.6187375384784345, 0.5649682532184036, 0.4655616066784619]"
50,0.35,0.1,0.0,"[0.5596349885059657, 0.642947242967393, 0.6154396599447604, 0.6024375119978866, 0.6760345949212713, 0.5508228119268892, 0.6205865814634179, 0.5678737221649826, 0.6093284890371453, 0.6160134179032626]","[0.11168665957846816, 0.1896578347508487, 0.3723543280632331, 0.18878048019304755, 0.27844486957409464, 0.1642469467267816, 0.12846012985842573, 0.1601493684278947, 0.1462605415616155, 0.2550890896946171]"
50,0.35,0.3,0.0,"[0.647267078348237, 0.6361052831230055, 0.575845525266292, 0.6098745709811921, 0.6395371834977015, 0.7420453901464266, 0.6150533880744685, 0.5978431051547813, 0.5969379725085567, 0.6003049546403076]","[0.3114165898488511, 0.2590051630739174, 0.22615486425415154, 0.21465078855431335, 0.32266158607237233, 0.4728818234956057, 0.3453134648323848, 0.23948092254032277, 0.3188643208282305, 0.36045750542873617]"
50,0.35,0.5,0.0,"[0.6064533249286047, 0.6679559856350328, 0.5638435760560156, 0.6365260911299362, 0.6383048021036379, 0.6217892190419902, 0.6406942322779415, 0.5945322036434101, 0.635650469204376, 0.6433596622681863]","[0.33218017304312375, 0.4513845928132971, 0.30156776647942596, 0.4192032226959143, 0.43843710051888607, 0.42807480207828724, 0.439151714237517, 0.38075814497832733, 0.39038176574681394, 0.36359918115755435]"
50,0.35,0.7,0.0,"[0.6396117130610144, 0.6725150082943279, 0.6205175565468775, 0.6816842080728129, 0.6237083076967844, 0.6274902392674977, 0.6292685639733995, 0.637749810317593, 0.674836687529651, 0.6485514072523337]","[0.5480641842751837, 0.502974911284829, 0.44223662539711384, 0.5329270476347454, 0.4944917326227409, 0.546583751531917, 0.4619835842026867, 0.48714304624617155, 0.5189249077721699, 0.4755129960884288]"
50,0.35,0.9,0.0,"[0.6281399407263999, 0.702137989021151, 0.6338045101359053, 0.6422230561486263, 0.6292744524254068, 0.6526377457297525, 0.7171418106777967, 0.6394437229832527, 0.6996664988664323, 0.5801834047939662]","[0.572830061341074, 0.6761757009316736, 0.6142384806461225, 0.5416137231921183, 0.5816483501802397, 0.6366645372954896, 0.6261556970394656, 0.6024712154232261, 0.6807057795492898, 0.5052574448269265]"
50,0.4,0.1,0.0,"[0.6439825669930912, 0.6588535865633707, 0.6403578023403367, 0.6101928005719348, 0.6152834483119717, 0.6196623654600046, 0.7038323891177825, 0.6848497934808813, 0.5931725674594392, 0.6554940178388675]","[0.2098292411162615, 0.21947543769791186, 0.1310398366912114, 0.08367286288696629, 0.2490698726525184, 0.19886805371859456, 0.29980020856398437, 0.2224846433398811, 0.15776969664091042, 0.15272018803375445]"
50,0.4,0.3,0.0,"[0.675632525562561, 0.6913217032670902, 0.6800968268809003, 0.712791183294174, 0.6524080833192281, 0.7046379280364765, 0.6983316719126249, 0.5785484634736677, 0.6820978260801922, 0.6363168908871454]","[0.38972130578182806, 0.3815505031242529, 0.4729104240575241, 0.3196554192221803, 0.3600905186129988, 0.42630710316622017, 0.2942426658856815, 0.31657046854084203, 0.2565279967973631, 0.2834795210867068]"
50,0.4,0.5,0.0,"[0.6778957799788328, 0.6808930733706267, 0.6501200015900654, 0.5594025332590389, 0.6379044289773688, 0.6605149103162197, 0.6605042840888493, 0.6910271539977113, 0.6443397394901167, 0.6205797519930285]","[0.4419575083882779, 0.4374459535777938, 0.36727618291875797, 0.34074917604469757, 0.4323741585976011, 0.4035223065856033, 0.33165990209178725, 0.35083555659560284, 0.3944090880659875, 0.32203280023878983]"
50,0.4,0.7,0.0,"[0.6710123989707056, 0.6414918943339578, 0.6385480072945301, 0.6890949478121213, 0.655205987728595, 0.6241674671586758, 0.7144834495797511, 0.6326635600818161, 0.7113407625805191, 0.6673165933592766]","[0.4334016742948517, 0.4894954536386158, 0.4620339256784688, 0.49062491098228855, 0.501497405704575, 0.430761832063859, 0.5692177380706291, 0.48322713567888903, 0.5466509364625171, 0.534107150161165]"
50,0.4,0.9,0.0,"[0.6652633648702607, 0.6877569440202553, 0.6904350642771188, 0.729158530101563, 0.6707409907041376, 0.7287920182913028, 0.715394229119802, 0.7218971380569942, 0.702023337029239, 0.5869237836196237]","[0.6146245558517667, 0.6718381476892683, 0.6394934790721155, 0.6851132484522268, 0.5997266508068713, 0.7045184648921097, 0.6678767657613273, 0.6422291728558915, 0.660477049738487, 0.5333434408777317]"
50,0.45,0.1,0.0,"[0.6574517823595366, 0.6397202258613954, 0.6180087034067938, 0.6395974821235256, 0.699253732199059, 0.693993579187532, 0.6858106291777275, 0.660689265689254, 0.6485264194956872, 0.6190400245154869]","[0.1969780683699412, 0.19235948519296933, 0.2808748719982635, 0.19866510583195557, 0.30018967563504273, 0.21750062582424992, 0.25303276195551183, 0.2016335027667163, 0.20877949094983506, 0.1905527074636501]"
50,0.45,0.3,0.0,"[0.6264586649375353, 0.6107516919379432, 0.6935367315699018, 0.7004279810507664, 0.6951358087895594, 0.631578745366179, 0.6825224727955483, 0.7346049407903567, 0.6812551820783346, 0.6046187938307971]","[0.287361937068188, 0.20886205212634082, 0.3085225021222679, 0.3284906016976211, 0.3493040908546674, 0.22370579852330139, 0.3443342709981791, 0.43296541425483986, 0.26614981692090994, 0.2411710862071322]"
50,0.45,0.5,0.0,"[0.6053320814442191, 0.670618240824433, 0.7230676330486601, 0.7112305749077489, 0.6682333721162832, 0.6786084717591747, 0.6783309423485102, 0.7142946513566395, 0.7405472232436099, 0.6675828874624814]","[0.3624458406140138, 0.3853526991512786, 0.5553309046643706, 0.456157579596043, 0.3752233927158997, 0.4209292960261683, 0.3352692554879787, 0.4464547999867726, 0.4117527154747739, 0.48769669669986737]"
50,0.45,0.7,0.0,"[0.708289709921394, 0.6760284979012849, 0.6880219303759917, 0.682259451283554, 0.6869044093717749, 0.6533117803504414, 0.70352423991066, 0.6880891604930504, 0.7226235699857024, 0.6907848359689006]","[0.524543619883894, 0.5064154899470326, 0.47263971247080755, 0.48012925865786205, 0.5550230864804038, 0.5080005726778087, 0.5641408363603369, 0.49671575206879454, 0.5821664923414314, 0.5233376933087197]"
50,0.45,0.9,0.0,"[0.7212040153077706, 0.6423436974038061, 0.7330766814436558, 0.7198470892173207, 0.7131963101933687, 0.7419515744060177, 0.6774646904271906, 0.7869793631508057, 0.6821793994710057, 0.7119605554015117]","[0.6679326947929594, 0.5619869037180631, 0.6809221659807869, 0.6625220589524806, 0.6248399354016052, 0.6994040699609505, 0.6395369105022108, 0.7141557398934909, 0.6064356206917891, 0.6554799105343496]"
50,0.5,0.1,0.0,"[0.7220539109296789, 0.6785868017947796, 0.7085420648419265, 0.6907664274450134, 0.7497260306407514, 0.7272226291459263, 0.7595894762582382, 0.6908396396797039, 0.6660619906557443, 0.7062849554594144]","[0.36031250056558023, 0.1989693261620606, 0.21878646650066697, 0.221474565623675, 0.2640190087588621, 0.35563377458120343, 0.4731842403796903, 0.1308031760186778, 0.20589883490339517, 0.12076287007168426]"
50,0.5,0.3,0.0,"[0.6680003996948185, 0.7191094374617147, 0.7502361327916744, 0.718080203284098, 0.7106937198841381, 0.7243128203803758, 0.737749243532259, 0.6273858067177533, 0.660035623294356, 0.6145043345792043]","[0.25589537693005715, 0.3934803303276303, 0.357817589765305, 0.37499467535507564, 0.1989649095885553, 0.33374546346272993, 0.4227618654196627, 0.24777314669757552, 0.30783528232166607, 0.17421404613509234]"
50,0.5,0.5,0.0,"[0.7022717850434563, 0.6546117967070331, 0.6947345953730271, 0.7298168306337309, 0.7001931329258212, 0.7042481160482219, 0.7092197578743373, 0.6837470726230692, 0.6650933990726418, 0.6954348404345707]","[0.49064348250537354, 0.33975730012039956, 0.29374900975642293, 0.4222869632741288, 0.28705672250201913, 0.4594439932685634, 0.4313098299557213, 0.3860957047635428, 0.416144589594271, 0.4319779586663762]"
50,0.5,0.7,0.0,"[0.7251519473006414, 0.7199873248370872, 0.6540826937681502, 0.686434982464853, 0.7144169194727221, 0.6826844943600101, 0.6685612295795694, 0.664032513420405, 0.7158530933124994, 0.7405806539808153]","[0.5946448630741924, 0.4887884254822107, 0.5081719888870275, 0.4728152693017799, 0.5570120590118437, 0.5452795535317475, 0.49880466840888305, 0.4823918179841068, 0.5320358211570044, 0.5563264259388683]"
50,0.5,0.9,0.0,"[0.7768191064141106, 0.665597807859996, 0.7703616476134326, 0.7363407830229234, 0.7430032608319591, 0.7534032318557607, 0.7282727205255503, 0.748535283468958, 0.6955042954553896, 0.7519714146928154]","[0.7313931493602082, 0.6099781747348991, 0.7212193312509375, 0.6922157570653262, 0.6617398601587421, 0.6897940405897824, 0.68929107921407, 0.6856775070441141, 0.6248528747868993, 0.687008370953347]"
100,0.01,0.1,0.0,"[0.056982101453342024, 0.06781803140145459, 0.08678955063691166, 0.11767089858114357, 0.09651257752989226, 0.09888004620251581, 0.09252974284289897, 0.07172761080746855, 0.08003558401430201, 0.08354358350732663]","[0.04842318696377529, 0.04621160527817635, 0.06942680924038605, 0.10123486320440693, 0.10040791011228974, 0.0632709354400478, 0.025606683561757288, 0.05749264061301516, 0.06631802140126461, 0.08848134230829618]"
100,0.01,0.3,0.0,"[0.10561779614954445, 0.10562444645545505, 0.07392440833732533, 0.08465527163400191, 0.12849701014251647, 0.11992202391747353, 0.08442108391543038, 0.05353771088868105, 0.10161268062692816, 0.12806194485924177]","[0.10402857651225417, 0.09297650052647606, 0.07475631436406764, 0.0589834320799538, 0.08946866197507258, 0.08089488911550813, 0.09713338894590526, 0.06858590659249264, 0.10912498864030454, 0.09910300264463198]"
100,0.01,0.5,0.0,"[0.08982234736082498, 0.09411074491727031, 0.08093570174684789, 0.10140780668932683, 0.10567652434041538, 0.08371642562352852, 0.12987059964405134, 0.1053184454421911, 0.08455959576288602, 0.07759867939540852]","[0.07439261045377321, 0.09360387740468049, 0.06488030694006881, 0.08728102065059709, 0.08387051949910884, 0.08690280920556034, 0.10850842513730263, 0.08938604364605775, 0.09025480836883111, 0.07469004043271392]"
100,0.01,0.7,0.0,"[0.10798658856196602, 0.12790402829770495, 0.10016499696118586, 0.09946618005046105, 0.14807430237381553, 0.09437942360682347, 0.09498640305961771, 0.1286729647850799, 0.1123757554489101, 0.11533348206997372]","[0.09752650083321261, 0.12035997846999098, 0.08373484945246844, 0.09012214082473774, 0.11470763073577542, 0.0707430544925721, 0.0957685570503435, 0.1195975710947671, 0.08451618426664244, 0.06936855826379865]"
100,0.01,0.9,0.0,"[0.07050570354088286, 0.13153807091776035, 0.05519652709568438, 0.14842002189858527, 0.10312787914131114, 0.11388257014800493, 0.14171660619056864, 0.10035977941844176, 0.1176383086524775, 0.08186398733537963]","[0.07553273009203378, 0.13291989346520555, 0.06889322236535197, 0.1350444739265455, 0.10866579307334015, 0.09630357504541293, 0.12979531840325836, 0.08859326799550203, 0.09014245957893628, 0.08755650635134656]"
100,0.05,0.1,0.0,"[0.20651770898679914, 0.2667379856212927, 0.20179335047015168, 0.2382410473489019, 0.2523293451943366, 0.2557441152411329, 0.19394977768915683, 0.18029224550541356, 0.23081753556229878, 0.24529582262798277]","[0.06915818414454614, 0.14211517550773273, 0.09484518831624518, 0.1371679881796142, 0.08258437709936159, 0.066537204903422, 0.09906339929812141, 0.12087239372476115, 0.14210770451802737, 0.13031977337088277]"
100,0.05,0.3,0.0,"[0.2657033318891796, 0.19531867215145943, 0.22205146892956726, 0.21863707595241333, 0.2439894018272963, 0.19579649120681636, 0.27366854485559766, 0.1602006877867783, 0.22766375111377074, 0.21045726418877353]","[0.17253846511699514, 0.1527968761333365, 0.12910986960582366, 0.14778413798069556, 0.15051129608996575, 0.10367833476610636, 0.18522151238547574, 0.1304828926061963, 0.16704030638599893, 0.15796552928460447]"
100,0.05,0.5,0.0,"[0.21557360758729616, 0.27662617849490256, 0.22049059860104642, 0.18527539159367046, 0.21382922693809442, 0.2958904801322578, 0.22290448327121584, 0.27881340292836365, 0.30339912430471, 0.3044422870770136]","[0.1632678557835543, 0.23140758000068073, 0.15158511843855377, 0.16833864870098675, 0.11884662118942095, 0.22457141048336351, 0.15547920964202952, 0.19705025870022902, 0.22931886518786096, 0.2144681249805768]"
100,0.05,0.7,0.0,"[0.19491196760131224, 0.2026658755605627, 0.22218656728968866, 0.274891310366892, 0.2593590161873298, 0.3075790377121792, 0.26304282851300337, 0.2502800450477126, 0.25822060866625207, 0.23348030181832408]","[0.12375156225248776, 0.19530968028925766, 0.23404500652143456, 0.19845990027818936, 0.19740458378817033, 0.288267911740786, 0.2128812982482528, 0.21411591786918532, 0.22802366712109853, 0.2120255821871353]"
100,0.05,0.9,0.0,"[0.24131773909965804, 0.26664810233168107, 0.21175509660067982, 0.27924563906925015, 0.3433293698881789, 0.23445357431330333, 0.18108580524822548, 0.2705986006761525, 0.2814322938291977, 0.22419542817929453]","[0.17722139197830597, 0.2454011319550186, 0.199673204576223, 0.3093106490691807, 0.31509020699446466, 0.2188831975463089, 0.18298201918523999, 0.2602734889917417, 0.2544428051312743, 0.20275109556220738]"
100,0.1,0.1,0.0,"[0.39564000589451764, 0.3125854969426914, 0.3044864080719262, 0.3637326914289246, 0.3828371429676617, 0.29114392430042324, 0.3443554358829132, 0.3493837003480907, 0.3891981655258265, 0.30931955125405775]","[0.2365192777005089, 0.14369278257972234, 0.1244192792317063, 0.19870992936894524, 0.2453530463358824, 0.11402197405167099, 0.18741061542383428, 0.1646965200526324, 0.18035618236733159, 0.09722160505954568]"
100,0.1,0.3,0.0,"[0.3370736302896034, 0.3236687702561908, 0.2753402596911517, 0.36952508601449024, 0.3173771057308549, 0.36046874251438227, 0.37266757958811125, 0.30271712796241074, 0.3291286822694494, 0.26295908217738584]","[0.178494290573291, 0.24088527838284265, 0.14624525598162014, 0.20652775072143226, 0.18463219733136907, 0.22290352232228675, 0.18316193148973095, 0.14231021426345394, 0.15306537473674903, 0.14126920951812366]"
100,0.1,0.5,0.0,"[0.3198115551993089, 0.35026820312119245, 0.37035789057706375, 0.4117244728583993, 0.32418081595259274, 0.35069338260464034, 0.3964597636838705, 0.31630765886279877, 0.3994977128342503, 0.4001911816453555]","[0.23337453834992888, 0.18540438280231292, 0.23036175736227354, 0.3372800383914491, 0.18600391631005408, 0.28143451106655065, 0.2722853662121255, 0.23487457759364067, 0.26606555344682264, 0.2942468638540808]"
100,0.1,0.7,0.0,"[0.33680718612174965, 0.33634013959632636, 0.44508824385627616, 0.30088705659771287, 0.3676083589872147, 0.3995500468610046, 0.3841030185395818, 0.3414320560483086, 0.27336116288111434, 0.40982774856708215]","[0.2801913642738515, 0.2951838208785369, 0.3905711868998435, 0.24531802972715194, 0.3147004088530672, 0.34032319271806843, 0.31085938147123476, 0.29850230453871895, 0.23110590529305286, 0.333338063794003]"
100,0.1,0.9,0.0,"[0.2722290617512537, 0.34994239473957256, 0.2886334756394544, 0.3095998403199739, 0.287712488817387, 0.403749371431341, 0.3379165025739713, 0.3775994995898202, 0.3762780152633016, 0.3388659201258599]","[0.2896944602379279, 0.32029809713185053, 0.29912503895104836, 0.29469775828715095, 0.2791778786220779, 0.39077718213877766, 0.31730392822701436, 0.38152300213715656, 0.3623808286103788, 0.2968299671028007]"
100,0.15,0.1,0.0,"[0.39281736491841673, 0.46479499038661465, 0.3807264736903112, 0.4512205416829915, 0.42250147518069836, 0.45595689288325497, 0.3639268743172919, 0.46042409548711255, 0.44797268670232027, 0.36372126275336497]","[0.11569262479622551, 0.23163863850017008, 0.18507625276435863, 0.19586231911044666, 0.2051876240565563, 0.2291168935490074, 0.12119452345837937, 0.20756439594230308, 0.17418771889420032, 0.15390166627700616]"
100,0.15,0.3,0.0,"[0.37016988175901183, 0.5175441477648837, 0.45617289575756925, 0.4157922006098447, 0.4804618362812369, 0.37843350554587374, 0.3488261143430105, 0.4508656891040801, 0.4625885721029735, 0.439577044268238]","[0.18722873905364482, 0.26361469994522235, 0.2705921510290853, 0.21703936403512042, 0.2879753345673038, 0.19004352951614645, 0.12632845650194408, 0.3001936256165197, 0.26296389794634784, 0.29876390977558037]"
100,0.15,0.5,0.0,"[0.4311998230653792, 0.39404921344072485, 0.39996171772562766, 0.3670631923207275, 0.43069379181917455, 0.4062289605337981, 0.41417721730225276, 0.42850455493647166, 0.41492954178176467, 0.44509391242255564]","[0.27163446914797346, 0.2680542124678722, 0.23195128172366983, 0.25689712468627707, 0.2849643435389548, 0.26743329156622364, 0.28671608362169865, 0.30180159094915104, 0.2662063678499694, 0.2907276975284704]"
100,0.15,0.7,0.0,"[0.37548129399823577, 0.500127265899696, 0.4878155628212226, 0.40500329186160516, 0.5183468845937267, 0.42413498982242864, 0.46046422123379843, 0.49186385731690085, 0.45253150862996927, 0.45232130841376306]","[0.293541278119047, 0.39454205241724466, 0.396770485608159, 0.3034887400135548, 0.41185338258146853, 0.33894767583660945, 0.3567364877175391, 0.3886575690262378, 0.40844800460097036, 0.35705672902114655]"
100,0.15,0.9,0.0,"[0.4335374181335337, 0.4222192662771968, 0.44925107765004463, 0.4052742093197982, 0.44999212388034404, 0.44416491223064536, 0.47990564235931976, 0.43078589402715417, 0.44862485483977055, 0.500322288834234]","[0.38178021501684517, 0.3850506895014347, 0.3994139455167141, 0.37650552695640954, 0.3981042408348422, 0.4210043093042777, 0.40893430005850034, 0.38947174004785207, 0.40933178606003856, 0.482853405598049]"
100,0.2,0.1,0.0,"[0.5092833193202965, 0.4371964320055543, 0.498748773339711, 0.4386580597896033, 0.4909022417614469, 0.49556745148141174, 0.4515960400651725, 0.42443418107910597, 0.4764107645099659, 0.46208821674456513]","[0.24479746219835613, 0.13865143417021403, 0.21771092583047275, 0.21472957042575347, 0.1946412918952234, 0.1813798971131661, 0.1576359549815598, 0.11933871391360162, 0.15896844751765432, 0.1802962965686205]"
100,0.2,0.3,0.0,"[0.5136488220970239, 0.5640296726097463, 0.4940856541819007, 0.47274950435998536, 0.5020248658605071, 0.5531850861998171, 0.5431955535347919, 0.4364983388816184, 0.4858372749336728, 0.4471638014883922]","[0.33505298289040086, 0.38462984607673184, 0.26835127868077885, 0.3197764259662401, 0.3079533526630688, 0.30838529744894344, 0.3601270420606749, 0.22628552830914553, 0.251527056312966, 0.26378697733948925]"
100,0.2,0.5,0.0,"[0.5000228810106895, 0.4763898381213366, 0.5277148085637218, 0.47329628333788554, 0.5001454196912694, 0.5190159775783186, 0.5169827886737326, 0.5084868269432338, 0.5877731345848092, 0.5060438012944821]","[0.35343991218947696, 0.31143121641241434, 0.36287426171316045, 0.24617821878240123, 0.370208537168789, 0.2623938230576418, 0.32487660177559924, 0.33840889213763875, 0.3408823050507703, 0.38871685278256407]"
100,0.2,0.7,0.0,"[0.49341936710442275, 0.4364397806056599, 0.5378393301763036, 0.47878769788831427, 0.5376722226514484, 0.5989399470256443, 0.5207789077929542, 0.5610489585088183, 0.5213057370549639, 0.47667673087510615]","[0.43584473999644346, 0.3633979908239867, 0.45877260098985395, 0.39254680915878254, 0.44406053117707645, 0.4724992361994197, 0.4030217320763688, 0.4894852708777318, 0.3920844989349727, 0.3813548664547306]"
100,0.2,0.9,0.0,"[0.5317093498109591, 0.5442728879117203, 0.4767478009863914, 0.5461438991277545, 0.5247934016023106, 0.5372688854555259, 0.4621428804588128, 0.5007969390865616, 0.569817929818192, 0.462913630595024]","[0.48634359511947534, 0.4821546894009582, 0.4697007350180752, 0.5169730880089303, 0.5083224403150899, 0.5169456093405941, 0.4235758002117467, 0.44936604777510325, 0.5419115758686681, 0.4102811322305448]"
100,0.25,0.1,0.0,"[0.5358772184266443, 0.4954092536802925, 0.5079328044331586, 0.5684378603106284, 0.5870868574547343, 0.5488966046091805, 0.5590730129595614, 0.5566828872771233, 0.5592172227018721, 0.5211216432998708]","[0.21638654854629533, 0.21338033553661967, 0.15865092697107525, 0.09615314685215282, 0.3055520188447228, 0.19150535283711137, 0.22059115930415216, 0.1965263104341402, 0.2077723664842172, 0.13687369698064414]"
100,0.25,0.3,0.0,"[0.5501795874994704, 0.556480315476668, 0.5326506954844618, 0.5311542830352144, 0.5630267050999708, 0.581534128569584, 0.5255211083481418, 0.49371309070641844, 0.5624463396747417, 0.4715495233354703]","[0.2930173641602234, 0.28661497022778554, 0.2334488206430803, 0.24576474724046093, 0.3222968781113894, 0.28506799775914293, 0.2746881810783816, 0.22362991215064282, 0.3374803268900366, 0.24855291224492942]"
100,0.25,0.5,0.0,"[0.5468018593736781, 0.5801998491346572, 0.5690751212737861, 0.5725616273458283, 0.4424827311660099, 0.66944485288565, 0.6464972812102151, 0.5743734358061434, 0.5790894921196625, 0.58131146289112]","[0.3912390679695631, 0.4430797160184291, 0.41277509853400557, 0.33947334537754664, 0.30649392559243865, 0.4451415546879023, 0.41566416384909155, 0.3296658526541414, 0.4657348723918675, 0.4024639725067691]"
100,0.25,0.7,0.0,"[0.5671255843228581, 0.5484957878223817, 0.5482292992864534, 0.6134780191096528, 0.5876298274371947, 0.5317234237825728, 0.5037777433750066, 0.5464264555741336, 0.5671010851121829, 0.5363717915072257]","[0.4228436647925983, 0.4209837419360062, 0.4831365240980724, 0.48929272235095106, 0.45486413975431494, 0.3556476397815848, 0.4402622979745683, 0.4268438702099074, 0.4537181858239833, 0.44556560309031346]"
100,0.25,0.9,0.0,"[0.5725810673396061, 0.5679892992383789, 0.5247440054188739, 0.4303337414525905, 0.6750456874859987, 0.5385749724666201, 0.5221262659635695, 0.5642812638809699, 0.5997727154122513, 0.5367274226847198]","[0.5048641989630855, 0.5268869810724259, 0.4736224560518772, 0.4161647107102011, 0.6280330095523835, 0.489430117372572, 0.4497415500159634, 0.555808607309582, 0.5864317503950656, 0.5134877844583092]"
100,0.3,0.1,0.0,"[0.5977225148571381, 0.6177156566660476, 0.6463641449637851, 0.6467501176905948, 0.572413072447198, 0.6198576666509397, 0.5513901753423915, 0.6148152531022623, 0.590099506196887, 0.5655447192551748]","[0.2658292014753085, 0.23980474714774128, 0.2953040493257577, 0.35597775849106494, 0.20824419257806998, 0.21622272495267078, 0.1990718679325238, 0.2591847061268706, 0.3026880398723779, 0.1724245927951568]"
100,0.3,0.3,0.0,"[0.5824460848341722, 0.6126103035106276, 0.5946467710791967, 0.5977661004434655, 0.5598116017864037, 0.573998899128447, 0.6521450959678349, 0.5090465904565322, 0.6203894237796119, 0.6356937139476497]","[0.3012687977850364, 0.2832239462215447, 0.34259705658238154, 0.3218863734004009, 0.3139022986688176, 0.2673501886660087, 0.37064663615814153, 0.21563963336697883, 0.288393779010025, 0.3165383052967189]"
100,0.3,0.5,0.0,"[0.6525565786462807, 0.5688669423655197, 0.64779640951581, 0.543191369338198, 0.5654676204749616, 0.6399010498444566, 0.6317152022303996, 0.5751619880417862, 0.665280061590349, 0.5259904274929675]","[0.3901965240719581, 0.37258158733900393, 0.49739246267980414, 0.3766625858914198, 0.2785488910213591, 0.3794371226528663, 0.42786342292937674, 0.38128478767123847, 0.4397512798095736, 0.3280524141110509]"
100,0.3,0.7,0.0,"[0.6410933500752656, 0.6014059430785736, 0.6583168272973912, 0.6086644704974056, 0.6659439189553233, 0.6116578432469288, 0.6214720342914859, 0.6176256427052895, 0.6216813099929246, 0.5728329127767141]","[0.578654122932067, 0.4623405798321012, 0.5349199710372522, 0.4910108505797785, 0.544381634797926, 0.4952382841127688, 0.5227961719240298, 0.5232182925257999, 0.5006736277373288, 0.49267929739526134]"
100,0.3,0.9,0.0,"[0.558315272958567, 0.5838803806898585, 0.5187374901877748, 0.5965019021146712, 0.6545036919645285, 0.5942228733146733, 0.6218547893968831, 0.6491581557266146, 0.646404425257463, 0.5485553104692382]","[0.4935174837463487, 0.5116133935096132, 0.5154149453942238, 0.5560377026188726, 0.6172394976288089, 0.5776883495743406, 0.574138636537536, 0.6399938969314969, 0.6180142662800383, 0.4941608994994409]"
100,0.35,0.1,0.0,"[0.5845396505176734, 0.6729154187958823, 0.5882870247449689, 0.5886052287630126, 0.6606430525192174, 0.5704108078944451, 0.5806252024460612, 0.5630034358740034, 0.5898026990835468, 0.6327729074825594]","[0.12480563709738793, 0.2578966305508035, 0.29009866457116074, 0.19337296089070818, 0.29224226712286633, 0.18229939748384638, 0.13927421093765718, 0.1599032017218535, 0.12359550882290202, 0.23523706333787153]"
