Nf,Win,Bin,Din,Wout,Bout
25,0.05,0.9,0.0,"[0.317748224343641, 0.36222160482865884, 0.3904576230776359, 0.3865117234673885, 0.3745452496537107, 0.3544423844778847, 0.29746999221990056, 0.31932157262135136, 0.2937886404137313, 0.3536899002284536]","[0.2827614988958279, 0.353919203296334, 0.3618129250131357, 0.346832282225765, 0.39661804760941416, 0.341263939838314, 0.301007987220954, 0.3282116044936991, 0.26740488766412074, 0.33070674881380413]"
25,0.1,0.1,0.0,"[0.3250170935416634, 0.4018230147859312, 0.35521160032552046, 0.3940290934503764, 0.45496743025574704, 0.39798851481627406, 0.4134538519034753, 0.37931698190981417, 0.3998213698805837, 0.35928786037858784]","[0.17072014534178098, 0.20849633044895416, 0.18592363733825312, 0.23935976571709117, 0.28350085053364993, 0.24058587138038906, 0.23417946948970902, 0.187194849009837, 0.2541604621033153, 0.20049968285116965]"
25,0.1,0.3,0.0,"[0.37714490817996305, 0.37595127579317766, 0.3988411068488852, 0.4599029079006671, 0.39583553046239894, 0.4563103952809001, 0.3912619479810995, 0.37450522773752853, 0.43173646492629303, 0.37956357619521297]","[0.19179806570970115, 0.2712701892117047, 0.22722105094147277, 0.32712318993909784, 0.25292830518111964, 0.33880385167327126, 0.24224586348258317, 0.2741750724165701, 0.20837856815974592, 0.24325113408621912]"
25,0.1,0.5,0.0,"[0.41379787024495673, 0.3717853294028104, 0.44254803141218846, 0.4053107008191691, 0.38049601416723366, 0.4725421704935354, 0.4560834390434435, 0.4075642336516898, 0.47691333233536487, 0.4732914378390317]","[0.3362639284498818, 0.29405792642077844, 0.3564880746412515, 0.3423757765636829, 0.2401516299973891, 0.3521795357339489, 0.32324197954806133, 0.3171038833786448, 0.32869881034389714, 0.3775765263381699]"
25,0.1,0.7,0.0,"[0.4297381886612926, 0.41546941507050983, 0.45655076767413905, 0.45424348154701705, 0.4435743258152228, 0.40778720864996965, 0.40458164547478553, 0.43676373023994264, 0.37569761433643056, 0.41619943769174483]","[0.3802335165260002, 0.3266327339948855, 0.4103218075403207, 0.40108451035909115, 0.3630164307239378, 0.38380922559168956, 0.33840478898715226, 0.38343180550242967, 0.32145895873401265, 0.37948800736286864]"
25,0.1,0.9,0.0,"[0.36220734799566934, 0.46631262278886015, 0.42409902662814186, 0.3188040703493721, 0.4159742783939858, 0.44959554139077607, 0.3688296428906679, 0.4306376602032874, 0.3500639916905738, 0.36711527869393984]","[0.3464328478952774, 0.4314813839286892, 0.41644471094705227, 0.3181919163551258, 0.3909175880677457, 0.43012597921655693, 0.3354493750837674, 0.41710184438573117, 0.3480131716391326, 0.37741709956958913]"
25,0.15,0.1,0.0,"[0.4385871050984965, 0.46644397872422044, 0.49503123816705946, 0.5056096734701694, 0.4613228755819875, 0.5475035636199088, 0.3505993420081567, 0.4996688167537126, 0.44825118192885555, 0.490246052419842]","[0.21804432953480601, 0.2780920781230736, 0.22505135301807838, 0.2711250948695464, 0.26017119359529717, 0.35607404601493314, 0.14332432240250997, 0.28664282396684204, 0.21532540694963337, 0.24477690120750556]"
25,0.15,0.3,0.0,"[0.37421155230659253, 0.5028871408184551, 0.5416303081413918, 0.4645347825049697, 0.5260851765063579, 0.5277766260682998, 0.3777182567485964, 0.4770545370742101, 0.5199157411538264, 0.4837754852689833]","[0.2463627007991988, 0.2788174891084835, 0.31736524776639186, 0.2601770360742761, 0.3486132005328738, 0.2971174101762795, 0.2002916973239513, 0.3057203108350854, 0.3314025174543378, 0.28756593832368854]"
25,0.15,0.5,0.0,"[0.4302129942114906, 0.4593523244921459, 0.4537845397385241, 0.39395898636995597, 0.48083954820597924, 0.4684541520425258, 0.4585571159039114, 0.5071919918723699, 0.4265089164058885, 0.40618622718350783]","[0.26737666475720717, 0.30925527425918026, 0.3332536212519094, 0.27803911203290294, 0.335303455501944, 0.31928702991986624, 0.31588166408079865, 0.36751950842679965, 0.26305610868957, 0.282000664068358]"
25,0.15,0.7,0.0,"[0.4611295125335169, 0.534333576365027, 0.5114040258967946, 0.485567539042864, 0.5524621968042175, 0.5053494392808775, 0.4914649771873013, 0.5064912247127724, 0.466137217543055, 0.45347194762616994]","[0.3685230802777552, 0.48223679462349284, 0.46299378744205144, 0.39104440456113376, 0.4752724214830729, 0.3846496692804185, 0.4169877549238036, 0.3777567504745668, 0.3872073811356478, 0.36698110950723867]"
25,0.15,0.9,0.0,"[0.4960192466773854, 0.45367963223012464, 0.5370846845801218, 0.48939053481789047, 0.5297995110943172, 0.5140938983383341, 0.5091994423346333, 0.4762308963185816, 0.49571343378496724, 0.5132977855137906]","[0.4929529966712508, 0.438657166052709, 0.494990576913615, 0.4925327242149929, 0.489626690952197, 0.4704792592179331, 0.4993401629392681, 0.4782770794220007, 0.48046213311917735, 0.48129108184212877]"
25,0.2,0.1,0.0,"[0.5327265209882437, 0.49158200259382806, 0.5972660249818209, 0.5074789712191712, 0.5198139135836577, 0.5507275052467093, 0.4982048990907432, 0.5212132300695416, 0.5282951351673979, 0.5140212248130035]","[0.2929134671902041, 0.1618091641778331, 0.27660526949116676, 0.270846832791454, 0.20371300211756535, 0.26169932335287777, 0.18740383528264037, 0.22727823303479705, 0.1993560233318585, 0.2953036769234229]"
25,0.2,0.3,0.0,"[0.534940386400831, 0.5925375080957782, 0.5770312171042351, 0.544955467304493, 0.5437443977720895, 0.5934925626491014, 0.572511156059627, 0.4674371262781325, 0.5141813074423794, 0.4665667871913666]","[0.3760514209160062, 0.41002944698254584, 0.31618200632923366, 0.38000628374254697, 0.3256121392829959, 0.3848991807378494, 0.4317953982140854, 0.2935622636250542, 0.26431731117522445, 0.30799272030389674]"
25,0.2,0.5,0.0,"[0.5349980133144923, 0.4869503856718836, 0.5503804183639505, 0.5688763792890206, 0.5234900765744115, 0.5023025812831421, 0.4970065479567104, 0.5316240921152984, 0.5659195955236741, 0.5488035598238425]","[0.4110847692310985, 0.3590744102750963, 0.40040720301157096, 0.4000713824989637, 0.44706475152146813, 0.2701646828061846, 0.3136874643121616, 0.36867481515579514, 0.3489111261390528, 0.38670824342567356]"
25,0.2,0.7,0.0,"[0.4781935439449521, 0.4812172403532494, 0.5847246815743906, 0.5291427200415608, 0.5506634446482586, 0.6377347160550857, 0.5064870726548942, 0.5189662406097559, 0.520364608917808, 0.4790833319819001]","[0.4085702925209424, 0.3572163236363942, 0.48156369332949056, 0.4582364436893253, 0.49678388330386003, 0.5536679162036393, 0.4355285841792632, 0.46599788819987414, 0.4283599708020168, 0.37646104291734883]"
25,0.2,0.9,0.0,"[0.5777874913734532, 0.6254138693831233, 0.5428302949880186, 0.5882855438774774, 0.5176835858153033, 0.5450173467746211, 0.5461846710025564, 0.512923972884344, 0.5530469678224954, 0.48804348370613626]","[0.5649181006310835, 0.5968228628843073, 0.526861711142122, 0.5476451172877618, 0.49356382287044365, 0.5395378264492169, 0.49101842188888617, 0.49603201934282853, 0.5127664308065893, 0.443514142287305]"
25,0.25,0.1,0.0,"[0.5610624742237921, 0.4693843823701063, 0.567569274864334, 0.5689544273961509, 0.6106489412404497, 0.573248680705825, 0.5463251977618021, 0.5816866632078161, 0.5827236660301587, 0.6024079812997103]","[0.2532174038146554, 0.20179639520595744, 0.1815002423903119, 0.1994859890738003, 0.40221333306453755, 0.2749741331637737, 0.17352410266709328, 0.27053329682644606, 0.20110119378741112, 0.23075177966352256]"
25,0.25,0.3,0.0,"[0.5340528659682915, 0.5728212605892519, 0.5996474135946406, 0.6168132289600867, 0.5514461858174032, 0.5959122897864282, 0.5209666562479724, 0.5926489384536634, 0.5455968007733512, 0.5429338543115558]","[0.216216364310106, 0.3162088567173142, 0.28432882546511784, 0.29910192874807084, 0.3515187280524835, 0.368037410769751, 0.24651978984610254, 0.32772344650751795, 0.31651234732160416, 0.30042402140329305]"
25,0.25,0.5,0.0,"[0.5859986534473896, 0.5658907778899911, 0.5396486527603642, 0.6226255582585081, 0.5637848070415796, 0.6625762869405913, 0.597180268845432, 0.596885092882415, 0.5408033650910874, 0.5601071680208123]","[0.4358756975902106, 0.4268843641142384, 0.3822439798217829, 0.4408138220799864, 0.42819746648889073, 0.4870622037430431, 0.36728381337828797, 0.36542616390929694, 0.40051349202447356, 0.37595749360851294]"
25,0.25,0.7,0.0,"[0.5605958311607797, 0.5591906949345266, 0.564802249520745, 0.6054523063280605, 0.6234292234630294, 0.5805134764494717, 0.5647533455148515, 0.6064323212831877, 0.521222406581933, 0.5734479510618888]","[0.4174724989282523, 0.46700398969491214, 0.4890846044297086, 0.47823129970673406, 0.5404931599658415, 0.45471565201321795, 0.45381407369885435, 0.4660395086767153, 0.38370256575432105, 0.48446668614871785]"
25,0.25,0.9,0.0,"[0.5808114395226065, 0.6175976656869031, 0.5771260275396624, 0.570571471192411, 0.6381852397840175, 0.521803023921527, 0.5908304144127839, 0.6436528030593658, 0.6244446134628938, 0.5296522991957086]","[0.5237604370383507, 0.5559661565369762, 0.5719438144439373, 0.5059087023720052, 0.6191858227116052, 0.4657501783169167, 0.5348650180909243, 0.6205484190946977, 0.6025698924578838, 0.49719425153175223]"
25,0.3,0.1,0.0,"[0.6267653987841915, 0.6459335172678649, 0.6396949338493495, 0.6035342251434641, 0.603485483756212, 0.6201359576849496, 0.5802716421869294, 0.6437013179508932, 0.5938859797890974, 0.5703953181194816]","[0.2643912105807346, 0.21526428814269627, 0.34580352959097144, 0.30888528659139947, 0.27469361778251267, 0.2086045769347024, 0.17804195103142492, 0.2672381878342075, 0.3416708011492787, 0.2292788088101247]"
25,0.3,0.3,0.0,"[0.5807204175675269, 0.6583383779613021, 0.5939637159953096, 0.6310773973100618, 0.5985850971980958, 0.655286063800973, 0.6820956085393981, 0.5989420893260926, 0.5943006525668428, 0.619826121085395]","[0.2834499603651096, 0.34338611709440037, 0.28527384867327543, 0.2967215688828785, 0.2877115236519015, 0.31136425028959364, 0.42096220287009745, 0.360382333146368, 0.27391278537170555, 0.38109984068134806]"
25,0.3,0.5,0.0,"[0.6423220059162454, 0.5593865599357717, 0.6310828220098805, 0.5614613676361797, 0.6171822342568212, 0.69800887554497, 0.6142042305338953, 0.5839727810134538, 0.6739376968169037, 0.5323470500989609]","[0.4333262009995019, 0.39055190193709033, 0.46992942430467133, 0.44316041718197335, 0.4451206618483992, 0.4796996658908509, 0.4157332573925186, 0.42110637560258973, 0.4072132250011319, 0.34837093783671935]"
25,0.3,0.7,0.0,"[0.6727547411765077, 0.6558093302320229, 0.6798756412936906, 0.6302731518308127, 0.6347847669599032, 0.6466647858937824, 0.6189346380390776, 0.5882746772927421, 0.5642308956404806, 0.6114003326839693]","[0.5949444486213219, 0.5035013803783768, 0.5297679980603338, 0.4792038452812589, 0.5124548897081886, 0.5354116310746967, 0.5126637943059366, 0.4905659094132598, 0.4804834723366718, 0.5090302789158075]"
25,0.3,0.9,0.0,"[0.5956114186805995, 0.6222817755939059, 0.5584670777075786, 0.5860004108214404, 0.6587506743349076, 0.6587329326275202, 0.6412141465866567, 0.6559143191163834, 0.6597456021587277, 0.5860346538127443]","[0.5760929770929984, 0.5849604719796415, 0.5455209471173692, 0.5470667503584876, 0.6426634006875683, 0.6453540756890016, 0.5970940493474292, 0.63488823860432, 0.6285290027189214, 0.5341222634954855]"
25,0.35,0.1,0.0,"[0.5544800715952678, 0.6577183935292241, 0.5862801351390581, 0.6303904976785646, 0.6976745222745255, 0.5958191362718486, 0.6431967025392464, 0.5977297259052639, 0.5995300746972709, 0.6073663074386519]","[0.13979806428823482, 0.2559256749275731, 0.2859746037337628, 0.2552190030205204, 0.33794007283313887, 0.24380706315749823, 0.18456938411856655, 0.21201244074898326, 0.1785083166407544, 0.20457163768951295]"
25,0.35,0.3,0.0,"[0.6733377456276373, 0.6109487639805263, 0.6464698818436154, 0.5945498901044108, 0.6385395453551939, 0.7224306571025152, 0.6571105682096874, 0.5987210556084628, 0.6505503597219398, 0.6093194939781266]","[0.24809686803410264, 0.2760570686405136, 0.29173344176841, 0.26685487294244253, 0.31114252832661693, 0.4911920154125566, 0.3643677696176014, 0.2941372387702967, 0.3227814177997324, 0.3313408251081904]"
25,0.35,0.5,0.0,"[0.5840004177224603, 0.7148796795966967, 0.6071255865111114, 0.6487980467170975, 0.6710694513399604, 0.6244242584149636, 0.6512328051122405, 0.6113562340772196, 0.6686260487716, 0.6157981544924237]","[0.2760629977397405, 0.46095719222604303, 0.36231053527463886, 0.42666634584796953, 0.5185924548734875, 0.41173457767635957, 0.48020208791090163, 0.3823200466840352, 0.43270422490529425, 0.32330593214340125]"
25,0.35,0.7,0.0,"[0.669010295825778, 0.6705086505430708, 0.6441130809885374, 0.6787741371333127, 0.6070772653193239, 0.648821402902126, 0.6517626671588916, 0.5912525330658378, 0.6182038225608801, 0.7153034806846701]","[0.5662845623032164, 0.5361513867979735, 0.4888706543125904, 0.5631386831474234, 0.5300312610003313, 0.5299070515556573, 0.5076448102496396, 0.4317764674321448, 0.4574790388990023, 0.5970723084785124]"
25,0.35,0.9,0.0,"[0.6570666660901424, 0.7075941678047801, 0.6766912522133361, 0.6358153148015808, 0.655543807557733, 0.6205821173383594, 0.6668227797864634, 0.6815389605995227, 0.6962501999732778, 0.6346211193960313]","[0.6176051567625754, 0.6713609075592127, 0.6424011577258859, 0.5664506436012859, 0.6197987058868619, 0.5892846597656372, 0.6051107654278215, 0.6482077975455525, 0.6655583920483211, 0.5683441125361864]"
25,0.4,0.1,0.0,"[0.653144586947353, 0.7093975361436571, 0.6380003250082449, 0.6474796353641743, 0.6739495805063198, 0.6744676738531183, 0.6351585398684918, 0.7303668126376781, 0.5874686085652623, 0.6237272891222423]","[0.2672027664116318, 0.22918608945635185, 0.18984691791570046, 0.21356066721561445, 0.32394758117484107, 0.22568059313457836, 0.2728714688900794, 0.2755107729583823, 0.19482956397659348, 0.21166892433349999]"
25,0.4,0.3,0.0,"[0.7104435809784859, 0.6499603944841081, 0.6979128305361205, 0.6960257318612137, 0.6789660143614602, 0.6941688173524949, 0.6991384374114429, 0.5868182629643741, 0.6643315822165684, 0.6734091156873852]","[0.4440134547058233, 0.33947334198442397, 0.39696094763830586, 0.35135903443549277, 0.3372658005177051, 0.37903777425740337, 0.33306034744748153, 0.31028868843532614, 0.32483188756195414, 0.33117254791606826]"
25,0.4,0.5,0.0,"[0.7215446308902802, 0.6713757714924962, 0.6558827713946733, 0.6132862689013703, 0.6645919821908264, 0.6518461050670518, 0.7314610869995823, 0.69340634332582, 0.6671586877947726, 0.6493311567566211]","[0.5112158649085143, 0.3966266251385271, 0.40462408540398964, 0.3716602709431397, 0.5165324950189818, 0.40578695507245294, 0.45952301403049967, 0.3628235224235884, 0.3973447975849763, 0.3659707696002285]"
25,0.4,0.7,0.0,"[0.6656642999986053, 0.6489486810272722, 0.688997007505699, 0.6822167731383881, 0.7001273610882185, 0.653219056439214, 0.7106059569543417, 0.6565031168913276, 0.6765673235330147, 0.6695460160403006]","[0.4023396062173898, 0.5230964097475022, 0.5867734049996856, 0.48683228489346214, 0.5606129583446149, 0.49900368759220415, 0.5389441983328506, 0.4954241163248819, 0.4954549880152987, 0.565428105770829]"
25,0.4,0.9,0.0,"[0.6840396134076906, 0.6589057549907746, 0.6634621716502198, 0.7516092079679305, 0.6971575624875936, 0.7614275095417498, 0.7350020549132845, 0.7698492449365963, 0.7427383743950049, 0.5578960129813033]","[0.634222740052318, 0.6186972567482615, 0.6119710742519632, 0.7200099193627203, 0.6352648907278703, 0.7349547500764676, 0.7041569450147863, 0.6988595362462995, 0.7013942232776358, 0.5220568532968902]"
25,0.45,0.1,0.0,"[0.686023524823304, 0.6513765152037667, 0.6655569374492821, 0.6593223537800277, 0.6646497663544917, 0.7203402787620506, 0.6923977521169953, 0.6909427714024652, 0.6729920392129551, 0.6366970630194306]","[0.18457251549982245, 0.23287586636244179, 0.2655524125895964, 0.24964897779328998, 0.2271547456444341, 0.2831310870501661, 0.23325148102968374, 0.18730056412273402, 0.2644585337357733, 0.2613770194638579]"
25,0.45,0.3,0.0,"[0.6394587574045305, 0.6217122601038592, 0.6918249900021132, 0.6712259813934327, 0.68489048534224, 0.6514256963103562, 0.6751209346554445, 0.7471303608530959, 0.6917165305900221, 0.6177135186404237]","[0.29356452070546496, 0.2950418547838095, 0.31658368759309685, 0.3404715449122057, 0.33275027102874144, 0.17992003189281078, 0.3899641715368425, 0.41252447533958286, 0.2860500197649205, 0.2242736849190896]"
25,0.45,0.5,0.0,"[0.6812531617951685, 0.6962910467468033, 0.747687003869299, 0.709880088124223, 0.6773392687402621, 0.7207902628039251, 0.7150426222293864, 0.6792326514151086, 0.7126755141055678, 0.7050554541958769]","[0.44406752979125763, 0.38972380656197125, 0.5788265925023157, 0.47734812402206667, 0.40186875304872627, 0.47796059178607797, 0.38025652064006804, 0.4117561746484685, 0.4598457982236182, 0.469499716417593]"
25,0.45,0.7,0.0,"[0.6700481062472625, 0.7009045544113459, 0.6752310999269775, 0.7121996464621749, 0.6395800813900421, 0.6431046922005754, 0.7285676413406467, 0.6837391596820694, 0.7180794810044976, 0.6744509949546105]","[0.5022643235488827, 0.49855075591093306, 0.5001158331480833, 0.5496693272467885, 0.46045385352199164, 0.48339634737398907, 0.5917193652562874, 0.5216747979879679, 0.5582125236129936, 0.5295546884142712]"
25,0.45,0.9,0.0,"[0.7050154469821033, 0.6813764653631804, 0.7730908169855063, 0.7189855318232484, 0.6692892717177322, 0.7671268831528104, 0.6441353390460387, 0.7755884996607549, 0.6436927283322225, 0.712033324929934]","[0.6488182424185907, 0.6183287336416688, 0.6983273010718916, 0.6545472151486216, 0.608121008646012, 0.7082860199967383, 0.5636953427692026, 0.7270283557051147, 0.5478278421130206, 0.6598765494726608]"
25,0.5,0.1,0.0,"[0.7637713794313699, 0.6686044510926548, 0.6785695835657412, 0.7081640792159728, 0.7005753092832829, 0.7482714307781803, 0.7744709046893139, 0.73570636646647, 0.6732728897208254, 0.7075673162496312]","[0.3461795786456648, 0.20998572923949688, 0.20254447607978693, 0.2282295205672502, 0.2320059570591057, 0.3472585391659003, 0.48106003001301384, 0.09558784676806623, 0.20965661366401211, 0.13073044268752784]"
25,0.5,0.3,0.0,"[0.6884257931153448, 0.7083916986349782, 0.7524789404953418, 0.7162885632830815, 0.6989618847891297, 0.7526845125209718, 0.7444494112596527, 0.6688553317817787, 0.6745918320080306, 0.633596720082275]","[0.24535933168873258, 0.4201715276969805, 0.372920395130475, 0.34960077631287484, 0.19768470804292346, 0.327321093801662, 0.41392764048941977, 0.313722535945742, 0.34225458936811687, 0.1940579834484241]"
25,0.5,0.5,0.0,"[0.7280137905083229, 0.6965946770758273, 0.7127823805834097, 0.6759903888107026, 0.7101500537947851, 0.708063388800794, 0.7101792593655862, 0.6965265749703295, 0.6697001002539041, 0.6957881817645025]","[0.4624893354678237, 0.3945765854246249, 0.3226453592554081, 0.40825850771345157, 0.35690888542622773, 0.3798198036140474, 0.4514324427213595, 0.3546571478008945, 0.39047653990788594, 0.4240748569682724]"
25,0.5,0.7,0.0,"[0.7795887993230051, 0.7331147655923823, 0.6335636981846764, 0.7143247315344662, 0.733739928650047, 0.6947277425266809, 0.7025253496615051, 0.7010737532152885, 0.7266114997312012, 0.7784980898396967]","[0.6854696771703014, 0.5060738082622122, 0.43753132882519613, 0.5329096207606123, 0.5716085631898424, 0.46887546902396815, 0.552386299569575, 0.46555979653465884, 0.5672947343198471, 0.5791096072315202]"
25,0.5,0.9,0.0,"[0.7287393583350192, 0.6838292349165991, 0.7765429707256508, 0.7112329094227885, 0.7367490625798394, 0.7172633077798463, 0.7440423723085009, 0.7768955682147162, 0.7150704970371643, 0.7526487297904878]","[0.6586828332414053, 0.6209207535555417, 0.7382571445977332, 0.6599467202145857, 0.6920624337713167, 0.6464091804620525, 0.6945904641097906, 0.7136157602333144, 0.6752361935681944, 0.6899352867760482]"
30,0.01,0.1,0.0,"[0.1699148660173586, 0.17607056524881948, 0.18067704188837613, 0.12378617449691309, 0.16285739636769309, 0.18635405879891037, 0.1591724557170371, 0.25974661629521145, 0.1829005885197141, 0.22887059908394636]","[0.14796282040675152, 0.15285377431480218, 0.16391058580288137, 0.11137112279629136, 0.14889530790076205, 0.18209638869678002, 0.13719565144864043, 0.2598264642199889, 0.16523405053329907, 0.17098682734443027]"
30,0.01,0.3,0.0,"[0.219845349174432, 0.24118231151009792, 0.22540113639644654, 0.1839317931680166, 0.16087355175351864, 0.09128168621019919, 0.1474640836191255, 0.20500286940176898, 0.17746370029717512, 0.19335966239304725]","[0.19426304426231683, 0.22919077734540583, 0.19700015646429286, 0.19532038924092737, 0.1121299057810057, 0.07170904074078957, 0.15412203997947918, 0.17759609142212268, 0.15820291735137243, 0.20186315272974498]"
30,0.01,0.5,0.0,"[0.2349343233665796, 0.21028413488030293, 0.20538458523169623, 0.1311634261584793, 0.15171496313376676, 0.1782235422082037, 0.19027611360968774, 0.21963781296766077, 0.2102115518924551, 0.20075972526365404]","[0.24756851866713575, 0.22076504101261954, 0.19737861058592124, 0.1387119837554281, 0.13604129338012577, 0.16087497170525436, 0.14288372704915547, 0.20831737157524363, 0.17015569875837017, 0.1820140937410502]"
30,0.01,0.7,0.0,"[0.15922847064807022, 0.21478391854011325, 0.23999651666082042, 0.14643492258029353, 0.17194273524506165, 0.1678442720933416, 0.19271970198825483, 0.1485453811632928, 0.16409877470508544, 0.20190758653662788]","[0.17979386369719752, 0.20893346257759146, 0.20455851137147513, 0.15738044351826966, 0.16552056663434314, 0.15213615788575963, 0.1636839856689391, 0.16824971224999613, 0.17466349011260562, 0.16638227776963394]"
30,0.01,0.9,0.0,"[0.17703444419004932, 0.21475031892961535, 0.2181032079461247, 0.17996207363037858, 0.16000494617115, 0.2206939520571185, 0.20362035642633947, 0.19505188606065488, 0.1630965236372241, 0.2393313719706227]","[0.2002291243076834, 0.2501923379832464, 0.20482361710262742, 0.13792605500247274, 0.13971446647487312, 0.2353082961403047, 0.19056049869887723, 0.15229609928416274, 0.19225183788511316, 0.22143267209802847]"
30,0.05,0.1,0.0,"[0.2957196602242326, 0.2894727723108221, 0.22663268719786034, 0.2765676099630663, 0.28248400119665695, 0.20569152201208377, 0.2649623611847137, 0.2958780368943682, 0.27006485550300485, 0.29334488028090033]","[0.1941672378687919, 0.2515470226903162, 0.165889329001014, 0.1954684582696698, 0.19204569624726683, 0.09703202700039648, 0.13387894400848474, 0.21551116259507572, 0.11856839334029176, 0.16190317933136444]"
30,0.05,0.3,0.0,"[0.22444630933505824, 0.25199373509265866, 0.2950749714950881, 0.32158529953046555, 0.2649122696949248, 0.2620355314544482, 0.28780858048519964, 0.33384629110220043, 0.2800543853258367, 0.3199347023109599]","[0.1644630050766025, 0.18287830927575563, 0.22310907777176822, 0.20943488189084108, 0.19483942209315025, 0.22403294961520218, 0.23046313124699092, 0.27462193985912653, 0.2261215165712463, 0.2603896131241442]"
30,0.05,0.5,0.0,"[0.26874966047670823, 0.3053882625697943, 0.3121362033928119, 0.23053236226157675, 0.26134965832330825, 0.26600523562900713, 0.316378184853796, 0.27731365002190206, 0.30920582141027775, 0.36859926650732433]","[0.19704070994461315, 0.26636398123178684, 0.26116799006287517, 0.20414934570199134, 0.21751983613754655, 0.2093042541068939, 0.265614244016742, 0.21656605632818832, 0.24351565410839182, 0.32557298401394014]"
30,0.05,0.7,0.0,"[0.26098692049056305, 0.3132347702867159, 0.25900665690930225, 0.2982130629947757, 0.3389377947219899, 0.32969816014784964, 0.22779699904180212, 0.273703656268623, 0.3311509274642705, 0.2824122254776332]","[0.24197404044464296, 0.29786170428601266, 0.2620252103795625, 0.2637866018816455, 0.3085901135127517, 0.3158749873256853, 0.22911507837834838, 0.28693025785970583, 0.29455950310822415, 0.25307395343185096]"
30,0.05,0.9,0.0,"[0.3037016176570061, 0.2725403960781433, 0.3310709136998654, 0.3508848169259313, 0.2934180369705206, 0.3025081209430457, 0.2594961134985445, 0.3463165154343559, 0.2549730848092876, 0.3236632702747977]","[0.2602286716704819, 0.27214956534949, 0.32403991834445295, 0.35893006336262145, 0.31898178801449933, 0.28505730925236167, 0.2603167808633722, 0.3045792994421871, 0.24089815282974572, 0.29314828676498045]"
30,0.1,0.1,0.0,"[0.42838634392614927, 0.3947266594354928, 0.3519661340927158, 0.3701960280454276, 0.38855419912747236, 0.3458472357594192, 0.3992586932251022, 0.38300420997466816, 0.3937559646924618, 0.3498807936636823]","[0.2902749178751665, 0.18913920180893995, 0.167256869996738, 0.1970362514139993, 0.23786695127727628, 0.15006881072861292, 0.2454419269061449, 0.17436878851435117, 0.23413805865216003, 0.19609113718420723]"
30,0.1,0.3,0.0,"[0.39657594488264214, 0.3557734730315427, 0.2880385314406024, 0.35019629422981013, 0.3601051770836445, 0.4717185093852041, 0.3538901207608448, 0.39871427371200596, 0.4289858557093044, 0.39907010873221527]","[0.16716981613235588, 0.2701290561019507, 0.1713745012588942, 0.23067420145899517, 0.23239618635811862, 0.31808427082128754, 0.1960810964233544, 0.19870624002726617, 0.2615666107966725, 0.24075195504706243]"
30,0.1,0.5,0.0,"[0.3653429419943022, 0.39773495265547953, 0.3963182060465161, 0.39343312022503085, 0.3940285663457802, 0.4428926113570485, 0.46370770066996825, 0.42954654590795405, 0.4826806043578139, 0.40904147269697433]","[0.30596993051535715, 0.28949054546752917, 0.2998927003080841, 0.3114242294086812, 0.2849747382182929, 0.34513215737189484, 0.3638622163931232, 0.368678931122124, 0.3495727040488288, 0.28504132207553445]"
30,0.1,0.7,0.0,"[0.3618223843237253, 0.44291762874113494, 0.4753024763703757, 0.3919356349394614, 0.3549370535255042, 0.4802377799181161, 0.3971686972886774, 0.3716203380839135, 0.3585046784717507, 0.43546149328834527]","[0.30996836656189863, 0.3897079339160758, 0.41738195743333434, 0.37558412984567724, 0.2838166052015056, 0.44686606914081517, 0.3399432086560398, 0.30736923711463476, 0.30861891106708905, 0.34893481239693636]"
30,0.1,0.9,0.0,"[0.3299177572253512, 0.43064641515861646, 0.37593163207379937, 0.3537153529850872, 0.3747430006357352, 0.4166096728819024, 0.3619572956670216, 0.3977035832082434, 0.46011720303490494, 0.4155349820231705]","[0.3035343133528346, 0.38447742794593426, 0.3660523349135866, 0.3292925314582335, 0.3435905067729575, 0.4166192686349772, 0.34748084828456643, 0.38962565396155924, 0.44331856184994445, 0.39502378721316683]"
30,0.15,0.1,0.0,"[0.4089524232440888, 0.5068905857628273, 0.5213182674930816, 0.4777337767796534, 0.48931547158682875, 0.5444637293302219, 0.4470731389178592, 0.48927159491630745, 0.4456886102030536, 0.4560751476225266]","[0.1612530479164865, 0.32253484063287086, 0.31551603765737546, 0.2705398012197159, 0.2571152084698895, 0.32856684303574496, 0.24794149081761577, 0.2520929965930739, 0.23831568527837582, 0.24547000283562234]"
30,0.15,0.3,0.0,"[0.4038738959321533, 0.4960436043780634, 0.5380032849654368, 0.3604872086151142, 0.5039222579938669, 0.4767884988927656, 0.3796995405804703, 0.4951536350510007, 0.4871716060968404, 0.5381019870876589]","[0.2521540375906613, 0.2852915125960008, 0.35418305103221215, 0.23448405548149287, 0.3443064106736542, 0.25186560640041605, 0.2372903021982739, 0.37173913245552953, 0.3117794861723954, 0.39108812855728037]"
30,0.15,0.5,0.0,"[0.4626008809392198, 0.49425580289539595, 0.4005081854741189, 0.44679841864724373, 0.5354544126177812, 0.46435457323935847, 0.43762089131902293, 0.5326543544272551, 0.4596080616620535, 0.5129048848947123]","[0.31308824845005007, 0.36393831902254636, 0.32174057689021185, 0.3135082568614286, 0.37980635058119533, 0.2885729794922173, 0.2732502362972215, 0.42448058657633825, 0.30631913623380136, 0.316933634212643]"
